level,session,exam_date,question_no,question_type,instruction,question_text,target,options,answer,answer_display
특급II,113,2026-05-23,30,dokum,다음 漢字語의 讀音을 쓰시오.,慙慙,慙慙,,참참,참참
특급II,113,2026-05-23,31,dokum,다음 漢字語의 讀音을 쓰시오.,舛駁,舛駁,,천박,천박
특급II,113,2026-05-23,32,dokum,다음 漢字語의 讀音을 쓰시오.,叅敏,叅敏,,참민,참민
특급II,113,2026-05-23,33,dokum,다음 漢字語의 讀音을 쓰시오.,喇叭,喇叭,,나팔,나팔
특급II,113,2026-05-23,34,dokum,다음 漢字語의 讀音을 쓰시오.,溪壑,溪壑,,계학,계학
특급II,113,2026-05-23,35,dokum,다음 漢字語의 讀音을 쓰시오.,斧斫,斧斫,,부작,부작
특급II,113,2026-05-23,36,dokum,다음 漢字語의 讀音을 쓰시오.,白痴,白痴,,백치,백치
특급II,113,2026-05-23,37,dokum,다음 漢字語의 讀音을 쓰시오.,詣閤,詣閤,,예합,예합
특급II,113,2026-05-23,38,dokum,다음 漢字語의 讀音을 쓰시오.,蠱脹,蠱脹,,고장,고장
특급II,113,2026-05-23,39,dokum,다음 漢字語의 讀音을 쓰시오.,掩襲,掩襲,,엄습,엄습
특급II,113,2026-05-23,40,dokum,다음 漢字語의 讀音을 쓰시오.,鋤犁,鋤犁,,서리,서리
특급II,113,2026-05-23,41,dokum,다음 漢字語의 讀音을 쓰시오.,塹濠,塹濠,,참호,참호
특급II,113,2026-05-23,42,dokum,다음 漢字語의 讀音을 쓰시오.,愆悔,愆悔,,건회,건회
특급II,113,2026-05-23,43,dokum,다음 漢字語의 讀音을 쓰시오.,颯爾,颯爾,,삽이,삽이
특급II,113,2026-05-23,44,dokum,다음 漢字語의 讀音을 쓰시오.,齷齪,齷齪,,악착,악착
특급II,113,2026-05-23,45,dokum,다음 漢字語의 讀音을 쓰시오.,阿食,阿食,,아식,아식
특급II,113,2026-05-23,46,hunum,다음 漢字의 訓·音을 쓰시오.,輜,輜,,짐수레 치,짐수레 치
특급II,113,2026-05-23,47,hunum,다음 漢字의 訓·音을 쓰시오.,嵐,嵐,,남기 람,남기 람
특급II,113,2026-05-23,48,hunum,다음 漢字의 訓·音을 쓰시오.,戮,戮,,죽일 륙,죽일 륙
특급II,113,2026-05-23,49,hunum,다음 漢字의 訓·音을 쓰시오.,簾,簾,,발 렴,발 렴
특급II,113,2026-05-23,50,hunum,다음 漢字의 訓·音을 쓰시오.,爰,爰,,이에 원,이에 원
특급II,113,2026-05-23,51,hunum,다음 漢字의 訓·音을 쓰시오.,徽,徽,,아름다울 휘,아름다울 휘
특급II,113,2026-05-23,52,hunum,다음 漢字의 訓·音을 쓰시오.,眸,眸,,눈동자 모,눈동자 모
특급II,113,2026-05-23,53,hunum,다음 漢字의 訓·音을 쓰시오.,桀,桀,,하걸 걸,하걸 걸
특급II,113,2026-05-23,54,hunum,다음 漢字의 訓·音을 쓰시오.,恃,恃,,믿을 시,믿을 시
특급II,113,2026-05-23,55,hunum,다음 漢字의 訓·音을 쓰시오.,侃,侃,,강직할 간,강직할 간
특급II,113,2026-05-23,56,hunum,다음 漢字의 訓·音을 쓰시오.,雋,雋,,빼어날 준,빼어날 준
특급II,113,2026-05-23,57,hunum,다음 漢字의 訓·音을 쓰시오.,罐,罐,,깡통 관,깡통 관
특급II,113,2026-05-23,58,hunum,다음 漢字의 訓·音을 쓰시오.,倜,倜,,뛰어날 척,뛰어날 척
특급II,113,2026-05-23,59,hunum,다음 漢字의 訓·音을 쓰시오.,嫩,嫩,,연할 눈,연할 눈
특급II,113,2026-05-23,60,hunum,다음 漢字의 訓·音을 쓰시오.,藥,藥,,약 약,약 약
특급II,113,2026-05-23,61,hunum,다음 漢字의 訓·音을 쓰시오.,胄,胄,,투구 주,투구 주
특급II,113,2026-05-23,62,hunum,다음 漢字의 訓·音을 쓰시오.,懿,懿,,아름다울 의,아름다울 의
특급II,113,2026-05-23,63,hunum,다음 漢字의 訓·音을 쓰시오.,鬧,鬧,,시끄러울 뇨,시끄러울 뇨
특급II,113,2026-05-23,64,hunum,다음 漢字의 訓·音을 쓰시오.,寔,寔,,이 식,이 식
특급II,113,2026-05-23,65,hunum,다음 漢字의 訓·音을 쓰시오.,彧,彧,,빛날 욱,빛날 욱
특급II,113,2026-05-23,66,hunum,다음 漢字의 訓·音을 쓰시오.,擎,擎,,받들 경,받들 경
특급II,113,2026-05-23,67,hunum,다음 漢字의 訓·音을 쓰시오.,藥,藥,,약 약,약 약
특급II,113,2026-05-23,68,hunum,다음 漢字의 訓·音을 쓰시오.,絮,絮,,솜 서,솜 서
특급II,113,2026-05-23,69,hunum,다음 漢字의 訓·音을 쓰시오.,倪,倪,,끝 예,끝 예
특급II,113,2026-05-23,70,hunum,다음 漢字의 訓·音을 쓰시오.,稽,稽,,머무를 계,머무를 계
특급II,113,2026-05-23,71,hunum,다음 漢字의 訓·音을 쓰시오.,審,審,,살필 심,살필 심
특급II,113,2026-05-23,72,hunum,다음 漢字의 訓·音을 쓰시오.,蠶,蠶,,누에 잠,누에 잠
특급II,113,2026-05-23,73,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,독서를 통해 사고를 확장해 보자.,확장,,擴張,擴張
특급II,113,2026-05-23,74,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,신하들이 임금을 보필하고 있다.,보필,,輔弼,輔弼
특급II,113,2026-05-23,75,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,설탕이 물에 용해되고 있다.,용해,,溶解,溶解
특급II,113,2026-05-23,76,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,지난밤의 혹한으로 동상에 걸렸다.,동상,,凍傷,凍傷
특급II,113,2026-05-23,77,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,그는 부하를 시켜 폭행을 교사했다.,교사,,敎唆,敎唆
특급II,113,2026-05-23,78,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,이번 공모전에 작품을 응모했다.,응모,,應募,應募
특급II,113,2026-05-23,79,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,사후 조치를 철저히 해야 한다.,사후,,死後,死後
특급II,113,2026-05-23,80,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,맑은 하늘에서 활공하는 기분은 최고였다.,활공,,滑空,滑空
특급II,113,2026-05-23,81,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,그의 의도를 파악하기가 어렵다.,의도,,意圖,意圖
특급II,113,2026-05-23,82,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,약사가 의약품을 조제했다.,조제,,調製,調製
특급II,113,2026-05-23,83,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,험난한 준봉을 넘어 마침내 평지에 도달했다.,준봉,,峻峰,峻峰
특급II,113,2026-05-23,84,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,주연 배우의 뛰어난 활약 덕분에 연극이 잘 마무리되었다.,주연,,主演,主演
특급II,113,2026-05-23,85,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,부탁하신 서류가 여기 있습니다.,부탁,,付託,付託
특급II,113,2026-05-23,86,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,피아노의 선율이 매혹적이다.,매혹,,魅惑,魅惑
특급II,113,2026-05-23,87,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,그는 어느 파벌에도 속하지 않고 중립을 지켰다.,중립,,中立,中立
특급II,113,2026-05-23,88,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,학식과 품행이 뛰어난 선비를 인재로 천거하였다.,천거,,薦擧,薦擧
특급II,113,2026-05-23,89,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,토론의 초점을 경제 문제에 맞추어 볼 필요가 있다.,초점,,焦點,焦點
특급II,113,2026-05-23,90,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,이번 수출량은 목표량을 크게 상회하였다.,상회,,上回,上回
특급II,113,2026-05-23,91,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,배를 통해 물품을 운반했다.,운반,,運搬,運搬
특급II,113,2026-05-23,92,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,우리 사회의 모순을 찾아보자.,모순,,矛盾,矛盾
특급II,113,2026-05-23,93,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,어렸을 때 마당의 차양 친 평상 위에는 가족 모두 점심 먹곤 했다.,차양,,遮陽,遮陽
특급II,113,2026-05-23,94,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,광부가 석탄을 채굴하고 있다.,채굴,,採掘,採掘
특급II,113,2026-05-23,95,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,유능한 인재가 배척을 당했다.,배척,,排斥,排斥
특급II,113,2026-05-23,96,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,책상 위에 다과가 올려져 있다.,다과,,茶菓,茶菓
특급II,113,2026-05-23,97,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,내 방은 잘 정돈되어 있다.,정돈,,整頓,整頓
특급II,113,2026-05-23,98,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,언니는 의사에게 진료를 받았다.,진료,,診療,診療
특급II,113,2026-05-23,99,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,삼가 깊은 애도를 표합니다.,애도,,哀悼,哀悼
특급II,113,2026-05-23,100,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,그는 도마뱀을 사육하고 있다.,사육,,飼育,飼育
특급II,113,2026-05-23,101,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,모든 의견을 종합해 결론을 냈다.,종합,,綜合,綜合
특급II,113,2026-05-23,102,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,날씨가 건조해서 갈증을 느꼈다.,갈증,,渴症,渴症
특급II,113,2026-05-23,103,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,그 보도는 사실을 심하게 왜곡했다.,왜곡,,歪曲,歪曲
특급II,113,2026-05-23,104,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,가을은 풍성한 수확의 계절이다.,수확,,收穫,收穫
특급II,113,2026-05-23,105,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,힘든 상황에서도 포기란 없다.,포기,,拋棄,拋棄
특급II,113,2026-05-23,106,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,조직의 기강이 문란해졌다.,문란,,紊亂,紊亂
특급II,113,2026-05-23,107,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,진시황은 흉노의 침입을 막기 위하여 만리장성을 쌓았다.,침입,,侵入,侵入
특급II,113,2026-05-23,108,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,불안한 경제 상황이 소비자들의 불만을 더욱 증폭시켰다.,증폭,,增幅,增幅
특급II,113,2026-05-23,109,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,경찰이 범인의 도주를 저지했다.,저지,,沮止,沮止
특급II,113,2026-05-23,110,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,이 나무는 대기업 회장이 우리 대학에 기증한 것이다.,기증,,寄贈,寄贈
특급II,113,2026-05-23,111,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,매실장아찌는 침의 분비를 활발히 해 소화를 돕기도 한다.,분비,,分泌,分泌
특급II,113,2026-05-23,112,hanjaeo_write,다음 밑줄 친 漢字語를 漢字(正字)로 쓰시오.,불필요한 표현을 줄이는 방향으로 문장 첨삭을 진행했다.,첨삭,,添削,添削
특급II,113,2026-05-23,113,bushu,다음 漢字의 部首를 쓰시오.,危,危,,卩,卩
특급II,113,2026-05-23,114,bushu,다음 漢字의 部首를 쓰시오.,幷,幷,,干,干
특급II,113,2026-05-23,115,bushu,다음 漢字의 部首를 쓰시오.,彖,彖,,彐,彐
특급II,113,2026-05-23,116,bushu,다음 漢字의 部首를 쓰시오.,命,命,,口,口
특급II,113,2026-05-23,117,bushu,다음 漢字의 部首를 쓰시오.,麗,麗,,鹿,鹿
특급II,113,2026-05-23,118,bushu,다음 漢字의 部首를 쓰시오.,充,充,,儿,儿
특급II,113,2026-05-23,119,bushu,다음 漢字의 部首를 쓰시오.,壺,壺,,士,士
특급II,113,2026-05-23,120,bushu,다음 漢字의 部首를 쓰시오.,差,差,,工,工
특급II,113,2026-05-23,121,bushu,다음 漢字의 部首를 쓰시오.,虧,虧,,虍,虍
특급II,113,2026-05-23,122,bushu,다음 漢字의 部首를 쓰시오.,臾,臾,,臼,臼
특급II,113,2026-05-23,123,yakja,다음 漢字의 略字를 쓰시오.,廬,廬,,庐,庐
특급II,113,2026-05-23,124,yakja,다음 漢字의 略字를 쓰시오.,彌,彌,,弥,弥
특급II,113,2026-05-23,125,yakja,다음 漢字의 略字를 쓰시오.,礙,礙,,碍,碍
특급II,113,2026-05-23,126,jangum,다음 漢字語 중 첫소리가 장음(긴소리)인 것을 가려 번호를 쓰시오.,,,"[""① 佳詞"", ""② 歌辭""]",②,②
특급II,113,2026-05-23,127,jangum,다음 漢字語 중 첫소리가 장음(긴소리)인 것을 가려 번호를 쓰시오.,,,"[""① 境界"", ""② 警戒""]",②,②
특급II,113,2026-05-23,128,jangum,다음 漢字語 중 첫소리가 장음(긴소리)인 것을 가려 번호를 쓰시오.,,,"[""① 團地"", ""② 斷指""]",①,①
특급II,113,2026-05-23,129,jangum,다음 漢字語 중 첫소리가 장음(긴소리)인 것을 가려 번호를 쓰시오.,,,"[""① 方面"", ""② 放免""]",②,②
특급II,113,2026-05-23,130,jangum,다음 漢字語 중 첫소리가 장음(긴소리)인 것을 가려 번호를 쓰시오.,,,"[""① 傷處"", ""② 喪妻""]",②,②
특급II,113,2026-05-23,131,jangum,다음 漢字語 중 첫소리가 장음(긴소리)인 것을 가려 번호를 쓰시오.,,,"[""① 演奏"", ""② 聯珠""]",①,①
특급II,113,2026-05-23,132,jangum,다음 漢字語 중 첫소리가 장음(긴소리)인 것을 가려 번호를 쓰시오.,,,"[""① 利子"", ""② 姨子""]",①,①
특급II,113,2026-05-23,133,jangum,다음 漢字語 중 첫소리가 장음(긴소리)인 것을 가려 번호를 쓰시오.,,,"[""① 政府"", ""② 正否""]",①,①
특급II,113,2026-05-23,134,jangum,다음 漢字語 중 첫소리가 장음(긴소리)인 것을 가려 번호를 쓰시오.,,,"[""① 捕盜"", ""② 葡萄""]",②,②
특급II,113,2026-05-23,135,jangum,다음 漢字語 중 첫소리가 장음(긴소리)인 것을 가려 번호를 쓰시오.,,,"[""① 現在"", ""② 賢才""]",②,②
특급II,113,2026-05-23,136,yui,다음 문장 속 漢字語가 類義결합어가 될 수 있게 (  )속에 들어갈 알맞은 漢字(正字)를 쓰시오.,일족이 泯(  )을 당하는 화를 입었다.,,,滅,滅
특급II,113,2026-05-23,137,yui,다음 문장 속 漢字語가 類義결합어가 될 수 있게 (  )속에 들어갈 알맞은 漢字(正字)를 쓰시오.,墩(  )와 진지를 설치하여 외침에 대비하였다.,,,堡,堡
특급II,113,2026-05-23,138,yui,다음 문장 속 漢字語가 類義결합어가 될 수 있게 (  )속에 들어갈 알맞은 漢字(正字)를 쓰시오.,그녀의 춤 동작과 몸놀림이 너무나 (  )艶했다.,,,妖,妖
특급II,113,2026-05-23,139,yui,다음 문장 속 漢字語가 類義결합어가 될 수 있게 (  )속에 들어갈 알맞은 漢字(正字)를 쓰시오.,상전을 劫(  )하고 문서를 강탈한 죄가 얼마나 큰지 아느냐!,,,奪,奪
특급II,113,2026-05-23,140,yui,다음 문장 속 漢字語가 類義결합어가 될 수 있게 (  )속에 들어갈 알맞은 漢字(正字)를 쓰시오.,섬사람들이 왜구에게 擄(  )을 당했다.,,,掠,掠
특급II,113,2026-05-23,141,yui,다음 두 쌍이 유의 관계가 되도록 (  ) 안에 알맞은 漢字(正字)를 넣으시오.,臥龍 - (  )雛,,,鳳,鳳
특급II,113,2026-05-23,142,yui,다음 두 쌍이 유의 관계가 되도록 (  ) 안에 알맞은 漢字(正字)를 넣으시오.,超過 - 逾(  ),,,越,越
특급II,113,2026-05-23,143,yui,다음 두 쌍이 유의 관계가 되도록 (  ) 안에 알맞은 漢字(正字)를 넣으시오.,著作 - 撰(  ),,,述,述
특급II,113,2026-05-23,144,yui,다음 두 쌍이 유의 관계가 되도록 (  ) 안에 알맞은 漢字(正字)를 넣으시오.,艱(  ) - 苦楚,,,苦,苦
특급II,113,2026-05-23,145,yui,다음 두 쌍이 유의 관계가 되도록 (  ) 안에 알맞은 漢字(正字)를 넣으시오.,咸(  ) - 昧谷,,,池,池
특급II,113,2026-05-23,146,banui,다음 문장 속 漢字語가 反義결합어가 될 수 있게 (  )속에 들어갈 알맞은 漢字(正字)를 쓰시오.,사람을 외모의 美(  )로 판단해서는 안 된다.,,,醜,醜
특급II,113,2026-05-23,147,banui,다음 문장 속 漢字語가 反義결합어가 될 수 있게 (  )속에 들어갈 알맞은 漢字(正字)를 쓰시오.,이번 사건의 經(  )는 꼭 밝혀져야만 한다.,,,緯,緯
특급II,113,2026-05-23,148,banui,다음 문장 속 漢字語가 反義결합어가 될 수 있게 (  )속에 들어갈 알맞은 漢字(正字)를 쓰시오.,온 세상이 눈으로 하얗게 덮이니 (  )坤을 분간하기 어렵구나.,,,乾,乾
특급II,113,2026-05-23,149,banui,다음 문장 속 漢字語가 反義결합어가 될 수 있게 (  )속에 들어갈 알맞은 漢字(正字)를 쓰시오.,노사의 화합 여부에 따라 기업의 盛(  )가 좌우된다.,,,衰,衰
특급II,113,2026-05-23,150,banui,다음 문장 속 漢字語가 反義결합어가 될 수 있게 (  )속에 들어갈 알맞은 漢字(正字)를 쓰시오.,그 연극은 (  )婦간의 갈등을 그렸다.,,,姑,姑
특급II,113,2026-05-23,151,banui,다음 두 쌍이 반의 관계가 되도록 (  ) 안에 알맞은 漢字(正字)를 넣으시오.,謙巽 ↔ 驕(  ),,,慢,慢
특급II,113,2026-05-23,152,banui,다음 두 쌍이 반의 관계가 되도록 (  ) 안에 알맞은 漢字(正字)를 넣으시오.,左(  ) ↔ 陞進,,,遷,遷
특급II,113,2026-05-23,153,banui,다음 두 쌍이 반의 관계가 되도록 (  ) 안에 알맞은 漢字(正字)를 넣으시오.,勇敢 ↔ (  )怯,,,懦,懦
특급II,113,2026-05-23,154,banui,다음 두 쌍이 반의 관계가 되도록 (  ) 안에 알맞은 漢字(正字)를 넣으시오.,秩序 ↔ (  )沌,,,混,混
특급II,113,2026-05-23,155,banui,다음 두 쌍이 반의 관계가 되도록 (  ) 안에 알맞은 漢字(正字)를 넣으시오.,勤(  ) ↔ 懶怠,,,勉,勉
특급II,113,2026-05-23,156,dongeum,다음 (  ) 속 단어의 同音異義語를 주어진 뜻에 맞게 漢字(正字)로 쓰시오.,(坎軻) 값을 줄임.,,,減價,減價
특급II,113,2026-05-23,157,dongeum,다음 (  ) 속 단어의 同音異義語를 주어진 뜻에 맞게 漢字(正字)로 쓰시오.,(酒槽) 녹인 쇠붙이를 거푸집에 부어 물건을 만듦.,,,鑄造,鑄造
특급II,113,2026-05-23,158,dongeum,다음 (  ) 속 단어의 同音異義語를 주어진 뜻에 맞게 漢字(正字)로 쓰시오.,(粗細) 국가나 지방 자치 단체가 필요한 경비를 충당하기 위해 국민으로부터 강제적으로 거두는 금전이나 재물.,,,租稅,租稅
특급II,113,2026-05-23,159,dongeum,다음 (  ) 속 단어의 同音異義語를 주어진 뜻에 맞게 漢字(正字)로 쓰시오.,(墳室) 자기도 모르는 사이에 물건 따위를 잃어버림.,,,紛失,紛失
특급II,113,2026-05-23,160,dongeum,다음 (  ) 속 단어의 同音異義語를 주어진 뜻에 맞게 漢字(正字)로 쓰시오.,(囑望) 그물에 걸림.,,,觸網,觸網
특급II,113,2026-05-23,161,dongeum,다음 (  ) 속 단어의 同音異義語를 주어진 뜻에 맞게 漢字(正字)로 쓰시오.,(追咎) 이치를 미루어서 깊이 생각하여 밝힘.,,,推究,推究
특급II,113,2026-05-23,162,dongeum,다음 (  ) 속 단어의 同音異義語를 주어진 뜻에 맞게 漢字(正字)로 쓰시오.,(縮寫) 가축을 기르는 건물.,,,畜舍,畜舍
특급II,113,2026-05-23,163,dongeum,다음 (  ) 속 단어의 同音異義語를 주어진 뜻에 맞게 漢字(正字)로 쓰시오.,(治癒) 나이가 어림.,,,稚幼,稚幼
특급II,113,2026-05-23,164,dongeum,다음 (  ) 속 단어의 同音異義語를 주어진 뜻에 맞게 漢字(正字)로 쓰시오.,(駝酪) 올바른 길에서 벗어나 잘못된 길로 빠지는 것.,,,墮落,墮落
특급II,113,2026-05-23,165,dongeum,다음 (  ) 속 단어의 同音異義語를 주어진 뜻에 맞게 漢字(正字)로 쓰시오.,"(肺肝) 신문, 잡지 따위의 간행을 폐지함.",,,廢刊,廢刊
특급II,113,2026-05-23,166,seong-eo,다음 (  ) 안에 알맞은 漢字를 적어 四字成語를 완성하시오.,(  )死狗烹 : 토끼가 죽으면 사냥개가 삶아 먹힘.,,,兎,兎
특급II,113,2026-05-23,167,seong-eo,다음 (  ) 안에 알맞은 漢字를 적어 四字成語를 완성하시오.,膏粱(  )味 : 기름진 고기와 좋은 곡식으로 만든 맛있는 음식.,,,珍,珍
특급II,113,2026-05-23,168,seong-eo,다음 (  ) 안에 알맞은 漢字를 적어 四字成語를 완성하시오.,泣(  )馬謖 : 큰 목적을 위하여 자기가 아끼는 사람을 버림.,,,斬,斬
특급II,113,2026-05-23,169,seong-eo,다음 (  ) 안에 알맞은 漢字를 적어 四字成語를 완성하시오.,切磋(  )磨 : 옥이나 돌 따위를 갈고 닦아서 빛을 냄.,,,琢,琢
특급II,113,2026-05-23,170,seong-eo,다음 (  ) 안에 알맞은 漢字를 적어 四字成語를 완성하시오.,同牀異(  ) : 같은 자리에 자면서 다른 꿈을 꿈.,,,夢,夢
특급II,113,2026-05-23,171,seong-eo,다음 (  ) 안에 알맞은 漢字를 적어 四字成語를 완성하시오.,(  )骨碎身 : 뼈가 가루가 되고 몸이 부서지도록 노력함.,,,粉,粉
특급II,113,2026-05-23,172,seong-eo,다음 (  ) 안에 알맞은 漢字를 적어 四字成語를 완성하시오.,暗中摸(  ) : 물건 따위를 어둠 속에서 더듬어 찾음.,,,索,索
특급II,113,2026-05-23,173,seong-eo,다음 (  ) 안에 알맞은 漢字를 적어 四字成語를 완성하시오.,風(  )雹散 : 바람이 날리고 우박이 흩어짐.,,,飛,飛
