level,session,exam_date,question_no,question_type,instruction,question_text,target,options,answer,answer_display
1급,113,2026-05-23,12,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,옛사람들은 글을 쓸 때 조부 및 부친의 이름을 忌諱했다.,忌諱,,기휘,기휘
1급,113,2026-05-23,13,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,아버지를 여의었을 때에는 斬衰의 상복을 삼 년간 입는다.,斬衰,,참최,참최
1급,113,2026-05-23,14,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,그 목욕탕에는 浴槽가 없고 샤워기만 있었다.,浴槽,,욕조,욕조
1급,113,2026-05-23,15,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,그들은 가난의 桎梏에서 벗어나기 위해 온갖 노력을 했다.,桎梏,,질곡,질곡
1급,113,2026-05-23,16,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,동료가 내 일에 毀謗을 놓았다.,毀謗,,훼방,훼방
1급,113,2026-05-23,17,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,나로서는 그녀의 오해를 拂拭시키는 일이 가장 시급했다.,拂拭,,불식,불식
1급,113,2026-05-23,18,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,그는 내 가족에 대해 심하게 詛呪를 했다.,詛呪,,저주,저주
1급,113,2026-05-23,19,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,이번 행사에서는 抽籤을 통해 다양한 경품을 제공하고 있다.,抽籤,,추첨,추첨
1급,113,2026-05-23,20,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,마감 시간이 촉박하여 원고를 推敲할 시간적 여유가 없었다.,推敲,,퇴고,퇴고
1급,113,2026-05-23,21,dokum,다음 漢字語의 讀音을 쓰시오.,喝采,喝采,,갈채,갈채
1급,113,2026-05-23,22,dokum,다음 漢字語의 讀音을 쓰시오.,杜鵑,杜鵑,,두견,두견
1급,113,2026-05-23,23,dokum,다음 漢字語의 讀音을 쓰시오.,擾亂,擾亂,,요란,요란
1급,113,2026-05-23,24,dokum,다음 漢字語의 讀音을 쓰시오.,陋巷,陋巷,,누항,누항
1급,113,2026-05-23,25,dokum,다음 漢字語의 讀音을 쓰시오.,痰咳,痰咳,,담해,담해
1급,113,2026-05-23,26,dokum,다음 漢字語의 讀音을 쓰시오.,囹圄,囹圄,,영오,영오
1급,113,2026-05-23,27,dokum,다음 漢字語의 讀音을 쓰시오.,玉佩,玉佩,,옥패,옥패
1급,113,2026-05-23,28,dokum,다음 漢字語의 讀音을 쓰시오.,細簾,細簾,,세렴,세렴
1급,113,2026-05-23,29,dokum,다음 漢字語의 讀音을 쓰시오.,軋刑,軋刑,,알형,알형
1급,113,2026-05-23,30,dokum,다음 漢字語의 讀音을 쓰시오.,瑕疵,瑕疵,,하자,하자
1급,113,2026-05-23,31,dokum,다음 漢字語의 讀音을 쓰시오.,斑煮,斑煮,,반자,반자
1급,113,2026-05-23,32,dokum,다음 漢字語의 讀音을 쓰시오.,侵蝕,侵蝕,,침식,침식
1급,113,2026-05-23,33,dokum,다음 漢字語의 讀音을 쓰시오.,罹災,罹災,,리재,리재
1급,113,2026-05-23,34,dokum,다음 漢字語의 讀音을 쓰시오.,膺懲,膺懲,,응징,응징
1급,113,2026-05-23,35,dokum,다음 漢字語의 讀音을 쓰시오.,掃蕩,掃蕩,,소탕,소탕
1급,113,2026-05-23,36,dokum,다음 漢字語의 讀音을 쓰시오.,嗅覺,嗅覺,,후각,후각
1급,113,2026-05-23,37,dokum,다음 漢字語의 讀音을 쓰시오.,黜陟,黜陟,,출척,출척
1급,113,2026-05-23,38,dokum,다음 漢字語의 讀音을 쓰시오.,凌辱,凌辱,,능욕,능욕
1급,113,2026-05-23,39,dokum,다음 漢字語의 讀音을 쓰시오.,奢侈,奢侈,,사치,사치
1급,113,2026-05-23,40,dokum,다음 漢字語의 讀音을 쓰시오.,矜持,矜持,,긍지,긍지
1급,113,2026-05-23,41,dokum,다음 漢字語의 讀音을 쓰시오.,支撐,支撐,,지탱,지탱
1급,113,2026-05-23,42,dokum,다음 漢字語의 讀音을 쓰시오.,搾取,搾取,,착취,착취
1급,113,2026-05-23,43,dokum,다음 漢字語의 讀音을 쓰시오.,釐毫,釐毫,,이호,이호
1급,113,2026-05-23,44,dokum,다음 漢字語의 讀音을 쓰시오.,移徙,移徙,,이사,이사
1급,113,2026-05-23,45,dokum,다음 漢字語의 讀音을 쓰시오.,穿鑿,穿鑿,,천착,천착
1급,113,2026-05-23,46,dokum,다음 漢字語의 讀音을 쓰시오.,酬酌,酬酌,,수작,수작
1급,113,2026-05-23,47,dokum,다음 漢字語의 讀音을 쓰시오.,截脚,截脚,,절각,절각
1급,113,2026-05-23,48,dokum,다음 漢字語의 讀音을 쓰시오.,懺悔,懺悔,,참회,참회
1급,113,2026-05-23,49,dokum,다음 漢字語의 讀音을 쓰시오.,礫塊,礫塊,,역괴,역괴
1급,113,2026-05-23,50,dokum,다음 漢字語의 讀音을 쓰시오.,款洽,款洽,,관흡,관흡
1급,113,2026-05-23,51,hunum,다음 漢字의 訓과 音을 쓰시오.,貂,貂,,담비 초,담비 초
1급,113,2026-05-23,52,hunum,다음 漢字의 訓과 音을 쓰시오.,碩,碩,,클 석,클 석
1급,113,2026-05-23,53,hunum,다음 漢字의 訓과 音을 쓰시오.,貶,貶,,낮출 폄,낮출 폄
1급,113,2026-05-23,54,hunum,다음 漢字의 訓과 音을 쓰시오.,頒,頒,,나눌 반,나눌 반
1급,113,2026-05-23,55,hunum,다음 漢字의 訓과 音을 쓰시오.,磁,磁,,자석 자,자석 자
1급,113,2026-05-23,56,hunum,다음 漢字의 訓과 音을 쓰시오.,遮,遮,,가릴 차,가릴 차
1급,113,2026-05-23,57,hunum,다음 漢字의 訓과 音을 쓰시오.,袞,袞,,곤룡포 곤,곤룡포 곤
1급,113,2026-05-23,58,hunum,다음 漢字의 訓과 音을 쓰시오.,遜,遜,,겸손할 손,겸손할 손
1급,113,2026-05-23,59,hunum,다음 漢字의 訓과 音을 쓰시오.,罵,罵,,꾸짖을 매,꾸짖을 매
1급,113,2026-05-23,60,hunum,다음 漢字의 訓과 音을 쓰시오.,渦,渦,,소용돌이 와,소용돌이 와
1급,113,2026-05-23,61,hunum,다음 漢字의 訓과 音을 쓰시오.,妍,妍,,고울 연,고울 연
1급,113,2026-05-23,62,hunum,다음 漢字의 訓과 音을 쓰시오.,搏,搏,,칠 박,칠 박
1급,113,2026-05-23,63,hunum,다음 漢字의 訓과 音을 쓰시오.,椰,椰,,야자 야,야자 야
1급,113,2026-05-23,64,hunum,다음 漢字의 訓과 音을 쓰시오.,繪,繪,,그림 회,그림 회
1급,113,2026-05-23,65,hunum,다음 漢字의 訓과 音을 쓰시오.,邁,邁,,갈 매,갈 매
1급,113,2026-05-23,66,hunum,다음 漢字의 訓과 音을 쓰시오.,哮,哮,,성낼 효,성낼 효
1급,113,2026-05-23,67,hunum,다음 漢字의 訓과 音을 쓰시오.,戚,戚,,겨레 척,겨레 척
1급,113,2026-05-23,68,hunum,다음 漢字의 訓과 音을 쓰시오.,寨,寨,,울타리 채,울타리 채
1급,113,2026-05-23,69,hunum,다음 漢字의 訓과 音을 쓰시오.,悴,悴,,파리할 췌,파리할 췌
1급,113,2026-05-23,70,hunum,다음 漢字의 訓과 音을 쓰시오.,闡,闡,,밝힐 천,밝힐 천
1급,113,2026-05-23,71,hunum,다음 漢字의 訓과 音을 쓰시오.,跳,跳,,뛸 도,뛸 도
1급,113,2026-05-23,72,hunum,다음 漢字의 訓과 音을 쓰시오.,蔗,蔗,,사탕수수 자,사탕수수 자
1급,113,2026-05-23,73,hunum,다음 漢字의 訓과 音을 쓰시오.,虜,虜,,사로잡을 로,사로잡을 로
1급,113,2026-05-23,74,hunum,다음 漢字의 訓과 音을 쓰시오.,斃,斃,,죽을 폐,죽을 폐
1급,113,2026-05-23,75,hunum,다음 漢字의 訓과 音을 쓰시오.,儻,儻,,혹시 당,혹시 당
1급,113,2026-05-23,76,hunum,다음 漢字의 訓과 音을 쓰시오.,覲,覲,,뵐 근,뵐 근
1급,113,2026-05-23,77,hunum,다음 漢字의 訓과 音을 쓰시오.,杳,杳,,아득할 묘,아득할 묘
1급,113,2026-05-23,78,hunum,다음 漢字의 訓과 音을 쓰시오.,擲,擲,,던질 척,던질 척
1급,113,2026-05-23,79,hunum,다음 漢字의 訓과 音을 쓰시오.,輦,輦,,연 련,연 련
1급,113,2026-05-23,80,hunum,다음 漢字의 訓과 音을 쓰시오.,詭,詭,,속일 궤,속일 궤
1급,113,2026-05-23,81,hunum,다음 漢字의 訓과 音을 쓰시오.,悛,悛,,고칠 전,고칠 전
1급,113,2026-05-23,82,hunum,다음 漢字의 訓과 音을 쓰시오.,厭,厭,,싫어할 염,싫어할 염
1급,113,2026-05-23,83,bushu,다음 漢字의 部首를 쓰시오.,嬰,嬰,,女,女
1급,113,2026-05-23,84,bushu,다음 漢字의 部首를 쓰시오.,鞏,鞏,,革,革
1급,113,2026-05-23,85,bushu,다음 漢字의 部首를 쓰시오.,娶,娶,,女,女
1급,113,2026-05-23,86,bushu,다음 漢字의 部首를 쓰시오.,缸,缸,,缶,缶
1급,113,2026-05-23,87,bushu,다음 漢字의 部首를 쓰시오.,鳩,鳩,,鳥,鳥
1급,113,2026-05-23,88,bushu,다음 漢字의 部首를 쓰시오.,凰,凰,,几,几
1급,113,2026-05-23,89,bushu,다음 漢字의 部首를 쓰시오.,灸,灸,,火,火
1급,113,2026-05-23,90,bushu,다음 漢字의 部首를 쓰시오.,甦,甦,,生,生
1급,113,2026-05-23,91,bushu,다음 漢字의 部首를 쓰시오.,乖,乖,,丿,丿
1급,113,2026-05-23,92,bushu,다음 漢字의 部首를 쓰시오.,寓,寓,,宀,宀
1급,113,2026-05-23,93,yakja,다음 漢字의 略字를 쓰시오.,貳,貳,,弐,弐
1급,113,2026-05-23,94,yakja,다음 漢字의 略字를 쓰시오.,倂,倂,,併/并,併/并
1급,113,2026-05-23,95,yakja,다음 漢字의 略字를 쓰시오.,棄,棄,,弃,弃
1급,113,2026-05-23,96,jangum,다음 漢字語 중 첫소리가 長音인 것을 가려 그 번호를 쓰시오.,,,"[""① 減毒"", ""② 監督""]",②,②
1급,113,2026-05-23,97,jangum,다음 漢字語 중 첫소리가 長音인 것을 가려 그 번호를 쓰시오.,,,"[""① 動機"", ""② 銅器""]",①,①
1급,113,2026-05-23,98,jangum,다음 漢字語 중 첫소리가 長音인 것을 가려 그 번호를 쓰시오.,,,"[""① 埋葬"", ""② 賣場""]",②,②
1급,113,2026-05-23,99,jangum,다음 漢字語 중 첫소리가 長音인 것을 가려 그 번호를 쓰시오.,,,"[""① 夫子"", ""② 富者""]",②,②
1급,113,2026-05-23,100,jangum,다음 漢字語 중 첫소리가 長音인 것을 가려 그 번호를 쓰시오.,,,"[""① 史實"", ""② 私室""]",①,①
1급,113,2026-05-23,101,jangum,다음 漢字語 중 첫소리가 長音인 것을 가려 그 번호를 쓰시오.,,,"[""① 聯句"", ""② 硏究""]",②,②
1급,113,2026-05-23,102,jangum,다음 漢字語 중 첫소리가 長音인 것을 가려 그 번호를 쓰시오.,,,"[""① 長壽"", ""② 將帥""]",①,①
1급,113,2026-05-23,103,jangum,다음 漢字語 중 첫소리가 長音인 것을 가려 그 번호를 쓰시오.,,,"[""① 漢文"", ""② 寒門""]",①,①
1급,113,2026-05-23,104,jangum,다음 漢字語 중 첫소리가 長音인 것을 가려 그 번호를 쓰시오.,,,"[""① 該當"", ""② 海棠""]",①,①
1급,113,2026-05-23,105,jangum,다음 漢字語 중 첫소리가 長音인 것을 가려 그 번호를 쓰시오.,,,"[""① 好男"", ""② 湖南""]",②,②
1급,113,2026-05-23,106,yui,다음 (  ) 안에 밑줄 친 漢字와 뜻이 같거나 비슷한 漢字를 正字로 적어 문장을 완성하시오.,비행기 墜(  )으로 많은 인명 피해가 발생했다.,,,落,落
1급,113,2026-05-23,107,yui,다음 (  ) 안에 밑줄 친 漢字와 뜻이 같거나 비슷한 漢字를 正字로 적어 문장을 완성하시오.,전투기에 미사일을 搭(  )하였다.,,,載,載
1급,113,2026-05-23,108,yui,다음 (  ) 안에 밑줄 친 漢字와 뜻이 같거나 비슷한 漢字를 正字로 적어 문장을 완성하시오.,살을 빼려면 유산소 운동으로 체내의 (  )肪을 연소시켜야 한다.,,,脂,脂
1급,113,2026-05-23,109,yui,다음 (  ) 안에 밑줄 친 漢字와 뜻이 같거나 비슷한 漢字를 正字로 적어 문장을 완성하시오.,스님께서 (  )昧한 저희를 깨우쳐 주셔서 고맙습니다.,,,蒙,蒙
1급,113,2026-05-23,110,yui,다음 (  ) 안에 밑줄 친 漢字와 뜻이 같거나 비슷한 漢字를 正字로 적어 문장을 완성하시오.,기근으로 말미암은 백성들의 逼(  )은 이루 말할 수 없었다.,,,迫,迫
1급,113,2026-05-23,111,yui,다음 漢字語의 유의어(또는 동의어)를 漢字(正字)로 쓰시오.,簡擢,簡擢,,拔擢,拔擢
1급,113,2026-05-23,112,yui,다음 漢字語의 유의어(또는 동의어)를 漢字(正字)로 쓰시오.,惻隱,惻隱,,憐憫,憐憫
1급,113,2026-05-23,113,yui,다음 漢字語의 유의어(또는 동의어)를 漢字(正字)로 쓰시오.,痼疾,痼疾,,宿疾,宿疾
1급,113,2026-05-23,114,yui,다음 漢字語의 유의어(또는 동의어)를 漢字(正字)로 쓰시오.,妖術,妖術,,魔術,魔術
1급,113,2026-05-23,115,yui,다음 漢字語의 유의어(또는 동의어)를 漢字(正字)로 쓰시오.,奪胎,奪胎,,換骨,換骨
1급,113,2026-05-23,116,banui,다음 (  ) 안에 밑줄 친 漢字와 뜻이 상대(또는 반대)되는 漢字를 正字로 적어 문장을 완성하시오.,법률 조항은 해석의 (  )狹에 따라 적용 범위가 달라질 수 있다.,,,廣,廣
1급,113,2026-05-23,117,banui,다음 (  ) 안에 밑줄 친 漢字와 뜻이 상대(또는 반대)되는 漢字를 正字로 적어 문장을 완성하시오.,왕은 嫡(  )의 차별을 철폐하고자 하였다.,,,庶,庶
1급,113,2026-05-23,118,banui,다음 (  ) 안에 밑줄 친 漢字와 뜻이 상대(또는 반대)되는 漢字를 正字로 적어 문장을 완성하시오.,업무를 처리할 때는 개인적인 (  )疎 관계를 배제해야 한다.,,,親,親
1급,113,2026-05-23,119,banui,다음 (  ) 안에 밑줄 친 漢字와 뜻이 상대(또는 반대)되는 漢字를 正字로 적어 문장을 완성하시오.,아파트에 (  )降기 공사가 진행 중이다.,,,昇,昇
1급,113,2026-05-23,120,banui,다음 (  ) 안에 밑줄 친 漢字와 뜻이 상대(또는 반대)되는 漢字를 正字로 적어 문장을 완성하시오.,두 사람의 관계는 먼 촌수의 叔(  ) 간이었다.,,,姪,姪
1급,113,2026-05-23,121,banui,다음 漢字語의 반의어(또는 상대어)를 漢字(正字)로 쓰시오.,順坦,順坦,,險難,險難
1급,113,2026-05-23,122,banui,다음 漢字語의 반의어(또는 상대어)를 漢字(正字)로 쓰시오.,永劫,永劫,,瞬間,瞬間
1급,113,2026-05-23,123,banui,다음 漢字語의 반의어(또는 상대어)를 漢字(正字)로 쓰시오.,羞恥,羞恥,,名譽,名譽
1급,113,2026-05-23,124,banui,다음 漢字語의 반의어(또는 상대어)를 漢字(正字)로 쓰시오.,留保,留保,,放棄,放棄
1급,113,2026-05-23,125,banui,다음 漢字語의 반의어(또는 상대어)를 漢字(正字)로 쓰시오.,粗雜,粗雜,,精密,精密
1급,113,2026-05-23,126,dongeum,다음 제시한 뜻에 맞는 (  ) 안 漢字語의 同音語를 漢字(正字)로 쓰시오.,(角樓) 물시계.,,,刻漏,刻漏
1급,113,2026-05-23,127,dongeum,다음 제시한 뜻에 맞는 (  ) 안 漢字語의 同音語를 漢字(正字)로 쓰시오.,(看過) 방패와 창.,,,干戈,干戈
1급,113,2026-05-23,128,dongeum,다음 제시한 뜻에 맞는 (  ) 안 漢字語의 同音語를 漢字(正字)로 쓰시오.,(拒絶) 근거지를 정하여 놓고 도둑질함.,,,據窃,據窃
1급,113,2026-05-23,129,dongeum,다음 제시한 뜻에 맞는 (  ) 안 漢字語의 同音語를 漢字(正字)로 쓰시오.,(建造) 말라서 습기가 없음.,,,乾燥,乾燥
1급,113,2026-05-23,130,dongeum,다음 제시한 뜻에 맞는 (  ) 안 漢字語의 同音語를 漢字(正字)로 쓰시오.,(瓊粉) 놀라서 달아남.,,,驚奔,驚奔
1급,113,2026-05-23,131,dongeum,다음 제시한 뜻에 맞는 (  ) 안 漢字語의 同音語를 漢字(正字)로 쓰시오.,(警衛) 일이 진행되어 온 과정.,,,經緯,經緯
1급,113,2026-05-23,132,dongeum,다음 제시한 뜻에 맞는 (  ) 안 漢字語의 同音語를 漢字(正字)로 쓰시오.,(癸巳) 본문에 딸려 그 말을 설명하는 말.,,,係辭,係辭
1급,113,2026-05-23,133,dongeum,다음 제시한 뜻에 맞는 (  ) 안 漢字語의 同音語를 漢字(正字)로 쓰시오.,(排除) 여러 가지 약제를 배합함.,,,配合,配合
1급,113,2026-05-23,134,dongeum,다음 제시한 뜻에 맞는 (  ) 안 漢字語의 同音語를 漢字(正字)로 쓰시오.,(淸宇) 날이 갬과 비가 옴.,,,晴雨,晴雨
1급,113,2026-05-23,135,dongeum,다음 제시한 뜻에 맞는 (  ) 안 漢字語의 同音語를 漢字(正字)로 쓰시오.,(附表) 물 위에 떠서 이리저리 마구 떠돌아다님.,,,漂流,漂流
1급,113,2026-05-23,136,seong-eo,다음 ( ) 안에 알맞은 漢字를 적어 四字成語를 완성하시오.,畫龍(  )睛 : 무슨 일을 하는 데에 가장 중요한 부분을 완성함.,,,點,點
1급,113,2026-05-23,137,seong-eo,다음 ( ) 안에 알맞은 漢字를 적어 四字成語를 완성하시오.,錐處囊(  ) : 송곳이 주머니 속에 있음.,,,中,中
1급,113,2026-05-23,138,seong-eo,다음 ( ) 안에 알맞은 漢字를 적어 四字成語를 완성하시오.,狐(  )虎威 : 남의 권세를 빌려 위세를 부림.,,,假,假
1급,113,2026-05-23,139,seong-eo,다음 ( ) 안에 알맞은 漢字를 적어 四字成語를 완성하시오.,(  )飛魄散 : 혼백이 어지러이 흩어짐.,,,魂,魂
1급,113,2026-05-23,140,seong-eo,다음 ( ) 안에 알맞은 漢字를 적어 四字成語를 완성하시오.,袖手(  )觀 : 팔짱을 끼고 보고만 있음.,,,旁,旁
1급,113,2026-05-23,141,seong-eo,다음 ( ) 안에 알맞은 漢字를 적어 四字成語를 완성하시오.,星火燎(  ) : 작은 불씨가 퍼지면 넓은 들을 태움.,,,原,原
1급,113,2026-05-23,142,seong-eo,다음 ( ) 안에 알맞은 漢字를 적어 四字成語를 완성하시오.,迂餘曲(  ) : 뒤얽혀 복잡하여진 사정.,,,折,折
1급,113,2026-05-23,143,seong-eo,다음 ( ) 안에 알맞은 漢字를 적어 四字成語를 완성하시오.,焚書坑(  ) : 서적을 불태우고 유생을 구덩이에 묻어 죽임.,,,儒,儒
1급,113,2026-05-23,144,seong-eo,다음 ( ) 안에 알맞은 漢字를 적어 四字成語를 완성하시오.,(  )馬加鞭 : 달리는 말에 채찍질함.,,,走,走
1급,113,2026-05-23,145,seong-eo,다음 ( ) 안에 알맞은 漢字를 적어 四字成語를 완성하시오.,口(  )腹劍 : 입에는 꿀이 있고 배 속에는 칼이 있음.,,,蜜,蜜
1급,113,2026-05-23,146,seong-eo,다음 ( ) 안에 알맞은 漢字를 적어 四字成語를 완성하시오.,冬扇夏(  ) : 겨울의 부채와 여름의 화로.,,,爐,爐
1급,113,2026-05-23,147,seong-eo,다음 ( ) 안에 알맞은 漢字를 적어 四字成語를 완성하시오.,(  )髮吐哺 : 감고 있던 머리를 거머쥐고 먹던 것을 뱉고 영접함.,,,握,握
1급,113,2026-05-23,148,seong-eo,다음 ( ) 안에 알맞은 漢字를 적어 四字成語를 완성하시오.,自家撞(  ) : 같은 사람의 말이나 행동이 앞뒤가 서로 맞지 아니함.,,,着,着
1급,113,2026-05-23,149,seong-eo,다음 ( ) 안에 알맞은 漢字를 적어 四字成語를 완성하시오.,十匙一(  ) : 밥 열 술이 밥 한 그릇이 됨.,,,飯,飯
1급,113,2026-05-23,150,seong-eo,다음 ( ) 안에 알맞은 漢字를 적어 四字成語를 완성하시오.,磨斧爲(  ) : 도끼를 갈아 바늘을 만듦.,,,針,針
1급,113,2026-05-23,151,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 正字의 漢字로 쓰시오.,익명의 부자가 거액의 성금을 기탁했다.,기탁,,寄託,寄託
1급,113,2026-05-23,152,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 正字의 漢字로 쓰시오.,내가 잘못을 저질렀는데도 어머니는 야단을 치지 않으셨다.,야단,,惹端,惹端
1급,113,2026-05-23,153,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 正字의 漢字로 쓰시오.,갖은 굴욕과 신산의 세월을 보낸 후에 마침내 빛을 보았다.,신산,,辛酸,辛酸
1급,113,2026-05-23,154,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 正字의 漢字로 쓰시오.,고막이 터질 듯한 시끄러운 소리에 잠이 깨었다.,고막,,鼓膜,鼓膜
1급,113,2026-05-23,155,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 正字의 漢字로 쓰시오.,대도시에서는 연탄을 때워 난방을 하는 집을 찾아보기 힘들다.,난방,,暖房,暖房
1급,113,2026-05-23,156,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 正字의 漢字로 쓰시오.,그동안 도와주신 여러 관계자분께 수훈의 영광을 돌립니다.,수훈,,殊勳,殊勳
1급,113,2026-05-23,157,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 正字의 漢字로 쓰시오.,최근 발굴된 왕릉 내에 도굴을 당한 흔적이 있었다.,도굴,,盜掘,盜掘
1급,113,2026-05-23,158,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 正字의 漢字로 쓰시오.,어부들이 낚싯대를 손에 들고 어롱을 허리에 매고 있다.,어롱,,漁籠,漁籠
1급,113,2026-05-23,159,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 正字의 漢字로 쓰시오.,이 음료수는 농축된 과즙을 넣어 만들었다.,농축,,濃縮,濃縮
1급,113,2026-05-23,160,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 正字의 漢字로 쓰시오.,그 신문은 신간 서적에 대한 소개로 두 면이나 할애했다.,할애,,割愛,割愛
1급,113,2026-05-23,161,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 正字의 漢字로 쓰시오.,아저씨는 번식을 위하여 사슴을 야산에 방목하였다.,방목,,放牧,放牧
1급,113,2026-05-23,162,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 正字의 漢字로 쓰시오.,그녀는 은행에서 학비의 융자를 신청하였다.,융자,,融資,融資
1급,113,2026-05-23,163,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 正字의 漢字로 쓰시오.,정부는 의약품 남용에 대한 조치를 강구할 것이라고 밝혔다.,조치,,措置,措置
1급,113,2026-05-23,164,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 正字의 漢字로 쓰시오.,죽은 친구의 환영이 눈앞에서 어른거렸다.,환영,,幻影,幻影
1급,113,2026-05-23,165,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 正字의 漢字로 쓰시오.,외갓집으로 들어서는 길은 아직도 포장이 안 되었다.,포장,,鋪裝,鋪裝
1급,113,2026-05-23,166,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 正字의 漢字로 쓰시오.,선입견에 사로잡히면 오류에 빠질 가능성이 높다.,오류,,誤謬,誤謬
1급,113,2026-05-23,167,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 正字의 漢字로 쓰시오.,그는 어린 시절을 깊은 산속 벽곡에서 보냈다.,벽곡,,僻谷,僻谷
1급,113,2026-05-23,168,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 正字의 漢字로 쓰시오.,이번 간첩 사건으로 동해에 대한 초계 업무를 강화했다.,초계,,哨戒,哨戒
1급,113,2026-05-23,169,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 正字의 漢字로 쓰시오.,그 정치가는 대중을 매혹하는 탁월한 웅변술의 소유자이다.,매혹,,魅惑,魅惑
1급,113,2026-05-23,170,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 正字의 漢字로 쓰시오.,우리는 그녀가 보궐 선거에 출마하는 것을 만장일치로 찬성하였다.,만장,,滿場,滿場
1급,113,2026-05-23,171,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 正字의 漢字로 쓰시오.,기화요초 난만 중에 꽃 속에 잠든 나비 자취 없이 날아든다.,기화,,琪花,琪花
1급,113,2026-05-23,172,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 正字의 漢字로 쓰시오.,이 소설은 우리 사회의 구조적 모순을 단적으로 보여준다.,모순,,矛盾,矛盾
1급,113,2026-05-23,173,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 正字의 漢字로 쓰시오.,오빠는 졸부에 대한 멸시의 감정을 노골적으로 드러내었다.,멸시,,蔑視,蔑視
1급,113,2026-05-23,174,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 正字의 漢字로 쓰시오.,우리는 머리 위로 지나가는 폭격기에 간담이 서늘했다.,간담,,肝膽,肝膽
1급,113,2026-05-23,175,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 正字의 漢字로 쓰시오.,드론을 띄워 적진을 정찰했다.,정찰,,偵察,偵察
