level,session,exam_date,question_no,question_type,instruction,question_text,target,options,answer,answer_display,image_path
5급II,113,2026-05-23,18,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,나는 공부를 하다가 피곤할 때면 화장실에 가서 洗手를 한다.,洗手,,세수,세수,
5급II,113,2026-05-23,19,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,시민 공원에 各種 운동 기구들이 새로 설치되었다.,各種,,각종,각종,
5급II,113,2026-05-23,20,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,그는 새로운 사업을 시작할 수 있을 만큼 충분한 財力을 갖고 있다.,財力,,재력,재력,
5급II,113,2026-05-23,21,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,선생님은 학생의 不良한 언행을 지적하였다.,不良,,불량,불량,
5급II,113,2026-05-23,22,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,저 봉우리는 夕陽을 바라보기에 좋은 명소이다.,夕陽,,석양,석양,
5급II,113,2026-05-23,23,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,복싱을 배우기 위한 基本 자세를 익혔다.,基本,,기본,기본,
5급II,113,2026-05-23,24,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,이 그림은 그가 심혈을 기울여서 만든 作品이다.,作品,,작품,작품,
5급II,113,2026-05-23,25,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,지난밤 적군과 두 차례의 交戰이 있었다.,交戰,,교전,교전,
5급II,113,2026-05-23,26,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,토론에서 학생들은 각자 자신의 논리를 展開해 나갔다.,展開,,전개,전개,
5급II,113,2026-05-23,27,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,어떤 공부를 시작할 때는 그 目的을 분명히 해야 한다.,目的,,목적,목적,
5급II,113,2026-05-23,28,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,먼 지역으로 이사를 간 친구에게서 便紙가 왔다.,便紙,,편지,편지,
5급II,113,2026-05-23,29,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,지희는 스물다섯 살에 부모님으로부터 獨立을 했다.,獨立,,독립,독립,
5급II,113,2026-05-23,30,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,산에 안개가 자욱해서 마치 神仙이 나올 것만 같다.,神仙,,신선,신선,
5급II,113,2026-05-23,31,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,物價상승은 개인의 소비 생활에 영향을 준다.,物價,,물가,물가,
5급II,113,2026-05-23,32,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,현서는 학교를 조퇴하기 위한 口實을 만들었다.,口實,,구실,구실,
5급II,113,2026-05-23,33,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,할머니께서는 제주도에서 農事 일을 하신다.,農事,,농사,농사,
5급II,113,2026-05-23,34,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,책을 읽으며 重要한 내용에 밑줄을 그었다.,重要,,중요,중요,
5급II,113,2026-05-23,35,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,시험 문제의 流出을 방지하기 위해 철저한 보안이 요구된다.,流出,,유출,유출,
5급II,113,2026-05-23,36,hunum,다음 漢字의 訓과 音을 쓰세요.,病,病,,병 병,병 병,
5급II,113,2026-05-23,37,hunum,다음 漢字의 訓과 音을 쓰세요.,黃,黃,,누를 황,누를 황,
5급II,113,2026-05-23,38,hunum,다음 漢字의 訓과 音을 쓰세요.,太,太,,클 태,클 태,
5급II,113,2026-05-23,39,hunum,다음 漢字의 訓과 音을 쓰세요.,觀,觀,,볼 관,볼 관,
5급II,113,2026-05-23,40,hunum,다음 漢字의 訓과 音을 쓰세요.,州,州,,고을 주,고을 주,
5급II,113,2026-05-23,41,hunum,다음 漢字의 訓과 音을 쓰세요.,近,近,,가까울 근,가까울 근,
5급II,113,2026-05-23,42,hunum,다음 漢字의 訓과 音을 쓰세요.,偉,偉,,클 위,클 위,
5급II,113,2026-05-23,43,hunum,다음 漢字의 訓과 音을 쓰세요.,元,元,,으뜸 원,으뜸 원,
5급II,113,2026-05-23,44,hunum,다음 漢字의 訓과 音을 쓰세요.,雲,雲,,구름 운,구름 운,
5급II,113,2026-05-23,45,hunum,다음 漢字의 訓과 音을 쓰세요.,兒,兒,,아이 아,아이 아,
5급II,113,2026-05-23,46,hunum,다음 漢字의 訓과 音을 쓰세요.,能,能,,능할 능,능할 능,
5급II,113,2026-05-23,47,hunum,다음 漢字의 訓과 音을 쓰세요.,舊,舊,,예 구,예 구,
5급II,113,2026-05-23,48,hunum,다음 漢字의 訓과 音을 쓰세요.,店,店,,가게 점,가게 점,
5급II,113,2026-05-23,49,hunum,다음 漢字의 訓과 音을 쓰세요.,京,京,,서울 경,서울 경,
5급II,113,2026-05-23,50,hunum,다음 漢字의 訓과 音을 쓰세요.,順,順,,순할 순,순할 순,
5급II,113,2026-05-23,51,hunum,다음 漢字의 訓과 音을 쓰세요.,客,客,,손 객,손 객,
5급II,113,2026-05-23,52,hunum,다음 漢字의 訓과 音을 쓰세요.,情,情,,뜻 정,뜻 정,
5급II,113,2026-05-23,53,hunum,다음 漢字의 訓과 音을 쓰세요.,感,感,,느낄 감,느낄 감,
5급II,113,2026-05-23,54,hunum,다음 漢字의 訓과 音을 쓰세요.,朗,朗,,밝을 랑,밝을 랑,
5급II,113,2026-05-23,55,hunum,다음 漢字의 訓과 音을 쓰세요.,以,以,,써 이,써 이,
5급II,113,2026-05-23,56,hunum,다음 漢字의 訓과 音을 쓰세요.,勞,勞,,일할 로,일할 로,
5급II,113,2026-05-23,57,hunum,다음 漢字의 訓과 音을 쓰세요.,士,士,,선비 사,선비 사,
5급II,113,2026-05-23,58,hunum,다음 漢字의 訓과 音을 쓰세요.,衣,衣,,옷 의,옷 의,
5급II,113,2026-05-23,59,mean_to_hanjaeo,다음 訓과 音을 가진 漢字를 쓰세요.,높을 고,높을 고,,高,高,
5급II,113,2026-05-23,60,mean_to_hanjaeo,다음 訓과 音을 가진 漢字를 쓰세요.,아이 동,아이 동,,童,童,
5급II,113,2026-05-23,61,mean_to_hanjaeo,다음 訓과 音을 가진 漢字를 쓰세요.,비로소 시,비로소 시,,始,始,
5급II,113,2026-05-23,62,mean_to_hanjaeo,다음 訓과 音을 가진 漢字를 쓰세요.,맑을 청,맑을 청,,淸,淸,
5급II,113,2026-05-23,63,mean_to_hanjaeo,다음 訓과 音을 가진 漢字를 쓰세요.,이제 금,이제 금,,今,今,
5급II,113,2026-05-23,64,yakja,다음 漢字의 약자(略字)를 쓰세요.,圖,圖,,図,図,
5급II,113,2026-05-23,65,yakja,다음 漢字의 약자(略字)를 쓰세요.,會,會,,会,会,
5급II,113,2026-05-23,66,yakja,다음 漢字의 약자(略字)를 쓰세요.,氣,氣,,気,気,
5급II,113,2026-05-23,67,banui_select,다음 밑줄 친 漢字와 뜻이 반대(또는 상대)되는 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,이 일은 두 사람 사이의 (  )害가 얽혀있는 문제다.,( )害,"[""① 陸"", ""② 合"", ""③ 小"", ""④ 風"", ""⑤ 少"", ""⑥ 根"", ""⑦ 利"", ""⑧ 李""]",⑦,利,
5급II,113,2026-05-23,68,banui_select,다음 밑줄 친 漢字와 뜻이 반대(또는 상대)되는 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,海(  )의 분포는 그 나라의 기후에 영향을 미친다.,海( ),"[""① 陸"", ""② 合"", ""③ 小"", ""④ 風"", ""⑤ 少"", ""⑥ 根"", ""⑦ 利"", ""⑧ 李""]",①,陸,
5급II,113,2026-05-23,69,banui_select,다음 밑줄 친 漢字와 뜻이 반대(또는 상대)되는 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,장마로 인해 공사가 多(  ) 지연되고 있다.,多( ),"[""① 陸"", ""② 合"", ""③ 小"", ""④ 風"", ""⑤ 少"", ""⑥ 根"", ""⑦ 利"", ""⑧ 李""]",⑤,少,
5급II,113,2026-05-23,70,yui,다음 漢字와 뜻이 같거나 비슷한 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,경찰은 凶( )한 범죄를 저지른 범인을 검거했다.,凶( ),"[""① 旗"", ""② 束"", ""③ 惡"", ""④ 念"", ""⑤ 式"", ""⑥ 庭"", ""⑦ 練"", ""⑧ 直""]",③,惡,
5급II,113,2026-05-23,71,yui,다음 漢字와 뜻이 같거나 비슷한 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,그는 다음 주에 예정된 공연을 위해 밤낮을 가리지 않고 (  )習을 했다.,( )習,"[""① 旗"", ""② 束"", ""③ 惡"", ""④ 念"", ""⑤ 式"", ""⑥ 庭"", ""⑦ 練"", ""⑧ 直""]",⑦,練,
5급II,113,2026-05-23,72,yui,다음 漢字와 뜻이 같거나 비슷한 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,오늘 저녁 행사는 格( )을 갖추어야 하는 자리이다.,格( ),"[""① 旗"", ""② 束"", ""③ 惡"", ""④ 念"", ""⑤ 式"", ""⑥ 庭"", ""⑦ 練"", ""⑧ 直""]",⑤,式,
5급II,113,2026-05-23,73,dongeum,다음 제시한 漢字語와 뜻에 맞는 同音語를 <보기>에서 찾아 그 번호를 쓰세요.,夜火 - (    ) : 항간에 떠도는 이야기.,夜火,"[""① 商才"", ""② 典章"", ""③ 約數"", ""④ 野話"", ""⑤ 全文"", ""⑥ 相知""]",④,野話,
5급II,113,2026-05-23,74,dongeum,다음 제시한 漢字語와 뜻에 맞는 同音語를 <보기>에서 찾아 그 번호를 쓰세요.,上材 - (    ) : 장사하는 재주.,上材,"[""① 商才"", ""② 典章"", ""③ 約數"", ""④ 野話"", ""⑤ 全文"", ""⑥ 相知""]",①,商才,
5급II,113,2026-05-23,75,dongeum,다음 제시한 漢字語와 뜻에 맞는 同音語를 <보기>에서 찾아 그 번호를 쓰세요.,傳聞 - (    ) : 어떤 글에서 한 부분도 빠지거나 빼지 아니한 전체.,傳聞,"[""① 商才"", ""② 典章"", ""③ 約數"", ""④ 野話"", ""⑤ 全文"", ""⑥ 相知""]",⑤,全文,
5급II,113,2026-05-23,76,mean_select,다음 뜻에 맞는 漢字語를 <보기>에서 찾아 그 번호를 쓰세요.,일이 일어난 바로 직후의 빠른 시간.,,"[""① 社宅"", ""② 安着"", ""③ 下宿"", ""④ 中産"", ""⑤ 主任"", ""⑥ 當場""]",⑥,當場,
5급II,113,2026-05-23,77,mean_select,다음 뜻에 맞는 漢字語를 <보기>에서 찾아 그 번호를 쓰세요.,회사가 사원의 살림집으로 쓰기 위하여 마련한 주택.,,"[""① 社宅"", ""② 安着"", ""③ 下宿"", ""④ 中産"", ""⑤ 主任"", ""⑥ 當場""]",①,社宅,
5급II,113,2026-05-23,78,mean_select,다음 뜻에 맞는 漢字語를 <보기>에서 찾아 그 번호를 쓰세요.,마음의 흔들림 없이 어떤 곳에 착실하게 자리 잡음.,,"[""① 社宅"", ""② 安着"", ""③ 下宿"", ""④ 中産"", ""⑤ 主任"", ""⑥ 當場""]",②,安着,
5급II,113,2026-05-23,79,seong-eo,다음 뜻을 가진 성어가 되도록 ( ) 안에 들어갈 적절한 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,敬(  )孝親 : 늙은이를 공경하고 어버이에게 효도함.,敬( )孝親,"[""① 必"", ""② 特"", ""③ 決"", ""④ 東"", ""⑤ 晝"", ""⑥ 動"", ""⑦ 老"", ""⑧ 軍""]",⑦,老,
5급II,113,2026-05-23,80,seong-eo,다음 뜻을 가진 성어가 되도록 ( ) 안에 들어갈 적절한 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,大書(  )筆 : 글자를 크게 쓰고 특별하게 보이게 씀.,大書( )筆,"[""① 必"", ""② 特"", ""③ 決"", ""④ 東"", ""⑤ 晝"", ""⑥ 動"", ""⑦ 老"", ""⑧ 軍""]",②,特,
5급II,113,2026-05-23,81,seong-eo,다음 뜻을 가진 성어가 되도록 ( ) 안에 들어갈 적절한 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,(  )死反對 : 죽기를 각오하고 있는 힘을 다하여 반대함.,( )死反對,"[""① 必"", ""② 特"", ""③ 決"", ""④ 東"", ""⑤ 晝"", ""⑥ 動"", ""⑦ 老"", ""⑧ 軍""]",③,決,
5급II,113,2026-05-23,82,seong-eo,다음 뜻을 가진 성어가 되도록 ( ) 안에 들어갈 적절한 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,奉仕活(  ) : 사회나 타인에 대해 정성을 들여 섬기거나 돌보는 일.,奉仕活( ),"[""① 必"", ""② 特"", ""③ 決"", ""④ 東"", ""⑤ 晝"", ""⑥ 動"", ""⑦ 老"", ""⑧ 軍""]",⑥,動,
5급II,113,2026-05-23,83,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 漢字로 쓰세요.,왕은 명분과 실리를 모두 추구하는 외교를 펼쳤다.,명분,,名分,名分,
5급II,113,2026-05-23,84,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 漢字로 쓰세요.,수험생 카페에서 시험과 관련된 다양한 정보가 공유되고 있다.,공유,,共有,共有,
5급II,113,2026-05-23,85,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 漢字로 쓰세요.,감독은 선수들의 장단점을 상세히 기록했다.,장단,,長短,長短,
5급II,113,2026-05-23,86,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 漢字로 쓰세요.,교육 기회는 누구에게나 평등하게 주어져야 한다.,평등,,平等,平等,
5급II,113,2026-05-23,87,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 漢字로 쓰세요.,오늘 학교에서 원의 넓이를 계산하는 공식을 배웠다.,계산,,計算,計算,
5급II,113,2026-05-23,88,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 漢字로 쓰세요.,그가 외지에서 근무한 지도 어느덧 3년이 흘렀다.,외지,,外地,外地,
5급II,113,2026-05-23,89,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 漢字로 쓰세요.,모든 수험생은 11시까지 입실해야 한다.,입실,,入室,入室,
5급II,113,2026-05-23,90,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 漢字로 쓰세요.,동생은 마침내 혼자 자전거를 타는 데 성공했다.,성공,,成功,成功,
5급II,113,2026-05-23,91,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 漢字로 쓰세요.,어머니는 아들이 찾아온다는 소식을 듣자 다양하고 맛있는 음식을 준비했다.,음식,,飮食,飮食,
5급II,113,2026-05-23,92,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 漢字로 쓰세요.,우리 집의 작은 방은 창고 대용으로 사용되고 있다.,대용,,代用,代用,
5급II,113,2026-05-23,93,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 漢字로 쓰세요.,합격자 발표는 다음 주 금요일 오후 3시입니다.,발표,,發表,發表,
5급II,113,2026-05-23,94,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 漢字로 쓰세요.,버스에서 창문 밖으로 머리를 내밀면 위험하다.,창문,,窓門,窓門,
5급II,113,2026-05-23,95,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 漢字로 쓰세요.,관중들은 심판의 공정하지 못한 판정에 야유를 던졌다.,공정,,公正,公正,
5급II,113,2026-05-23,96,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 漢字로 쓰세요.,장마철을 앞두고 하수도 정비 작업이 시급하다.,시급,,時急,時急,
5급II,113,2026-05-23,97,hanjaeo_write,다음 문장의 밑줄 친 漢字語를 漢字로 쓰세요.,그 신생 기업은 기발한 아이디어와 마케팅 전략을 통해 빠르게 성장했다.,신생,,新生,新生,
5급II,113,2026-05-23,98,stroke,다음 漢字의 짙게 표시한 획은 몇 번째 쓰는 획인지 <보기>에서 골라 그 번호를 쓰세요.,家,家,"[""① 첫 번째"", ""② 두 번째"", ""③ 세 번째"", ""④ 네 번째"", ""⑤ 다섯 번째"", ""⑥ 여섯 번째"", ""⑦ 일곱 번째"", ""⑧ 여덟 번째"", ""⑨ 아홉 번째"", ""⑩ 열 번째""]",⑧,⑧,exam-strokes/stroke_5ii_113_98.png
5급II,113,2026-05-23,99,stroke,다음 漢字의 짙게 표시한 획은 몇 번째 쓰는 획인지 <보기>에서 골라 그 번호를 쓰세요.,雨,雨,"[""① 첫 번째"", ""② 두 번째"", ""③ 세 번째"", ""④ 네 번째"", ""⑤ 다섯 번째"", ""⑥ 여섯 번째"", ""⑦ 일곱 번째"", ""⑧ 여덟 번째"", ""⑨ 아홉 번째"", ""⑩ 열 번째""]",⑦,⑦,exam-strokes/stroke_5ii_113_99.png
5급II,113,2026-05-23,100,stroke,다음 漢字의 짙게 표시한 획은 몇 번째 쓰는 획인지 <보기>에서 골라 그 번호를 쓰세요.,角,角,"[""① 첫 번째"", ""② 두 번째"", ""③ 세 번째"", ""④ 네 번째"", ""⑤ 다섯 번째"", ""⑥ 여섯 번째"", ""⑦ 일곱 번째"", ""⑧ 여덟 번째"", ""⑨ 아홉 번째"", ""⑩ 열 번째""]",⑤,⑤,exam-strokes/stroke_5ii_113_100.png
