level,session,exam_date,question_no,question_type,instruction,question_text,target,options,answer,answer_display
4급II,113,2026-05-23,33,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,이 작품은 背景을 알고 보면 더욱 흥미롭다.,背景,,배경,배경
4급II,113,2026-05-23,34,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,이 지역에는 곧 새로운 아파트가 建設될 것이다.,建設,,건설,건설
4급II,113,2026-05-23,35,dokum,다음 밑줄 친 漢字語의 讀音을 쓰시오.,새 學期가 시작되면 새로운 친구를 만날 생각에 기대가 된다.,學期,,학기,학기
4급II,113,2026-05-23,36,hunum,다음 漢字의 訓과 音을 쓰시오.,賣,賣,,팔 매,팔 매
4급II,113,2026-05-23,37,hunum,다음 漢字의 訓과 音을 쓰시오.,掃,掃,,쓸[掃除] 소,쓸[掃除] 소
4급II,113,2026-05-23,38,hunum,다음 漢字의 訓과 音을 쓰시오.,寫,寫,,베낄 사,베낄 사
4급II,113,2026-05-23,39,hunum,다음 漢字의 訓과 音을 쓰시오.,悲,悲,,슬플 비,슬플 비
4급II,113,2026-05-23,40,hunum,다음 漢字의 訓과 音을 쓰시오.,毛,毛,,터럭 모,터럭 모
4급II,113,2026-05-23,41,hunum,다음 漢字의 訓과 音을 쓰시오.,羊,羊,,양 양,양 양
4급II,113,2026-05-23,42,hunum,다음 漢字의 訓과 音을 쓰시오.,眞,眞,,참 진,참 진
4급II,113,2026-05-23,43,hunum,다음 漢字의 訓과 音을 쓰시오.,圓,圓,,둥글 원,둥글 원
4급II,113,2026-05-23,44,hunum,다음 漢字의 訓과 音을 쓰시오.,志,志,,뜻 지,뜻 지
4급II,113,2026-05-23,45,hunum,다음 漢字의 訓과 音을 쓰시오.,努,努,,힘쓸 노,힘쓸 노
4급II,113,2026-05-23,46,hunum,다음 漢字의 訓과 音을 쓰시오.,眼,眼,,눈 안,눈 안
4급II,113,2026-05-23,47,hunum,다음 漢字의 訓과 音을 쓰시오.,件,件,,물건 건,물건 건
4급II,113,2026-05-23,48,hunum,다음 漢字의 訓과 音을 쓰시오.,測,測,,헤아릴 측,헤아릴 측
4급II,113,2026-05-23,49,hunum,다음 漢字의 訓과 音을 쓰시오.,希,希,,바랄 희,바랄 희
4급II,113,2026-05-23,50,hunum,다음 漢字의 訓과 音을 쓰시오.,貧,貧,,가난할 빈,가난할 빈
4급II,113,2026-05-23,51,hunum,다음 漢字의 訓과 音을 쓰시오.,壓,壓,,누를 압,누를 압
4급II,113,2026-05-23,52,hunum,다음 漢字의 訓과 音을 쓰시오.,純,純,,순수할 순,순수할 순
4급II,113,2026-05-23,53,hunum,다음 漢字의 訓과 音을 쓰시오.,香,香,,향기 향,향기 향
4급II,113,2026-05-23,54,hunum,다음 漢字의 訓과 音을 쓰시오.,領,領,,거느릴 령,거느릴 령
4급II,113,2026-05-23,55,hunum,다음 漢字의 訓과 音을 쓰시오.,帶,帶,,띠 대,띠 대
4급II,113,2026-05-23,56,hunum,다음 漢字의 訓과 音을 쓰시오.,富,富,,부자 부,부자 부
4급II,113,2026-05-23,57,hunum,다음 漢字의 訓과 音을 쓰시오.,笑,笑,,웃음 소,웃음 소
4급II,113,2026-05-23,58,bushu,다음 漢字의 部首를 쓰시오.,星,星,,日,日
4급II,113,2026-05-23,59,bushu,다음 漢字의 部首를 쓰시오.,經,經,,糸,糸
4급II,113,2026-05-23,60,bushu,다음 漢字의 部首를 쓰시오.,房,房,,戶,戶
4급II,113,2026-05-23,61,yakja,다음 漢字의 略字를 쓰시오.,對,對,,対,対
4급II,113,2026-05-23,62,yakja,다음 漢字의 略字를 쓰시오.,禮,禮,,礼,礼
4급II,113,2026-05-23,63,yakja,다음 漢字의 略字를 쓰시오.,區,區,,区,区
4급II,113,2026-05-23,64,banui,다음 밑줄 친 漢字와 뜻이 반대(또는 상대)되는 漢字를 (  ) 속에 적어 문장을 완성하시오.,그 기업가는 어려운 형편의 아이들을 陰(  )으로 도왔다.,,,陽,陽
4급II,113,2026-05-23,65,banui,다음 밑줄 친 漢字와 뜻이 반대(또는 상대)되는 漢字를 (  ) 속에 적어 문장을 완성하시오.,그는 이번 사태가 회사에 가져오게 될 得(  )을 따져보았다.,,,失,失
4급II,113,2026-05-23,66,banui,다음 밑줄 친 漢字와 뜻이 반대(또는 상대)되는 漢字를 (  ) 속에 적어 문장을 완성하시오.,이 수업은 전자 출석부로 학생들의 (  )缺을 관리한다.,,,出,出
4급II,113,2026-05-23,67,yui,다음 밑줄 친 漢字와 뜻이 같거나 비슷한 漢字를 (  ) 속에 적어 문장을 완성하시오.,헌혈 후에는 수분을 보충하고 (  )息을 취해야 한다.,,,休,休
4급II,113,2026-05-23,68,yui,다음 밑줄 친 漢字와 뜻이 같거나 비슷한 漢字를 (  ) 속에 적어 문장을 완성하시오.,용접공이 철근의 (  )斷 부위를 이어 붙였다.,,,切,切
4급II,113,2026-05-23,69,yui,다음 밑줄 친 漢字와 뜻이 같거나 비슷한 漢字를 (  ) 속에 적어 문장을 완성하시오.,끊임없는 노력으로 마침내 원하는 목표에 (  )達했다.,,,到,到
4급II,113,2026-05-23,70,dongeum,다음 제시한 漢字語와 뜻에 맞는 同音語를 漢字로 쓰시오.,京師 - 慶(  ) : 축하할 만한 기쁜 일.,,,事,事
4급II,113,2026-05-23,71,dongeum,다음 제시한 漢字語와 뜻에 맞는 同音語를 漢字로 쓰시오.,四科 - 謝(  ) : 자기의 잘못을 인정하고 용서를 빔.,,,過,過
4급II,113,2026-05-23,72,dongeum,다음 제시한 漢字語와 뜻에 맞는 同音語를 漢字로 쓰시오.,演技 - 煙(  ) : 무엇이 불에 탈 때에 생겨나는 흐릿한 기체나 기운.,,,氣,氣
4급II,113,2026-05-23,73,uut_select,다음 漢字語의 뜻을 <보기>에서 찾아 그 번호를 쓰시오.,玉印,玉印,"[""① 제향 때에 입는 예복."", ""② 충성을 다하는 신하."", ""③ 옥으로 만든 도장."", ""④ 물감을 들인 옷감으로 지은 옷."", ""⑤ 근심과 재난을 통틀어 이르는 말."", ""⑥ 옥같이 아름다운 손가락.""]",③,③
4급II,113,2026-05-23,74,uut_select,다음 漢字語의 뜻을 <보기>에서 찾아 그 번호를 쓰시오.,祭服,祭服,"[""① 제향 때에 입는 예복."", ""② 충성을 다하는 신하."", ""③ 옥으로 만든 도장."", ""④ 물감을 들인 옷감으로 지은 옷."", ""⑤ 근심과 재난을 통틀어 이르는 말."", ""⑥ 옥같이 아름다운 손가락.""]",①,①
4급II,113,2026-05-23,75,uut_select,다음 漢字語의 뜻을 <보기>에서 찾아 그 번호를 쓰시오.,患難,患難,"[""① 제향 때에 입는 예복."", ""② 충성을 다하는 신하."", ""③ 옥으로 만든 도장."", ""④ 물감을 들인 옷감으로 지은 옷."", ""⑤ 근심과 재난을 통틀어 이르는 말."", ""⑥ 옥같이 아름다운 손가락.""]",⑤,⑤
4급II,113,2026-05-23,76,seong-eo,다음 (  ) 안에 알맞은 漢字를 적어 성어를 완성하시오.,夫婦有(  ) : 남편과 아내 사이에는 본분의 구별이 있음.,,,別,別
4급II,113,2026-05-23,77,seong-eo,다음 (  ) 안에 알맞은 漢字를 적어 성어를 완성하시오.,(  )風良俗 : 아름답고 좋은 풍속이나 기풍.,,,美,美
4급II,113,2026-05-23,78,seong-eo,다음 (  ) 안에 알맞은 漢字를 적어 성어를 완성하시오.,多(  )博識 : 보고 들은 것이 많고 아는 것이 많음.,,,聞,聞
4급II,113,2026-05-23,79,seong-eo,다음 (  ) 안에 알맞은 漢字를 적어 성어를 완성하시오.,大義名(  ) : 사람으로서 마땅히 지키고 행하여야 할 도리나 본분.,,,分,分
4급II,113,2026-05-23,80,seong-eo,다음 (  ) 안에 알맞은 漢字를 적어 성어를 완성하시오.,無(  )不爲 : 하지 못하는 바가 없음.,,,所,所
4급II,113,2026-05-23,81,hanjaeo_write,다음 각 문장의 밑줄 친 漢字語를 漢字로 쓰시오.,이 장면에서 연인을 사랑하는 주인공의 감정이 잘 드러난다.,감정,,感情,感情
4급II,113,2026-05-23,82,hanjaeo_write,다음 각 문장의 밑줄 친 漢字語를 漢字로 쓰시오.,우리 회사 식당은 수요일마다 특식이 나온다.,특식,,特食,特食
4급II,113,2026-05-23,83,hanjaeo_write,다음 각 문장의 밑줄 친 漢字語를 漢字로 쓰시오.,그의 행동은 그가 했던 말과 상반되는 모습을 보여주었다.,상반,,相反,相反
4급II,113,2026-05-23,84,hanjaeo_write,다음 각 문장의 밑줄 친 漢字語를 漢字로 쓰시오.,빠른 기술 발전은 악용될 소지가 있으므로 주의해야 한다.,악용,,惡用,惡用
4급II,113,2026-05-23,85,hanjaeo_write,다음 각 문장의 밑줄 친 漢字語를 漢字로 쓰시오.,인간은 자연과 조화를 이루면서 공존하여야 한다.,조화,,調和,調和
4급II,113,2026-05-23,86,hanjaeo_write,다음 각 문장의 밑줄 친 漢字語를 漢字로 쓰시오.,의병들은 나라를 구하고자 하는 일념 하나로 전쟁에 뛰어들었다.,일념,,一念,一念
4급II,113,2026-05-23,87,hanjaeo_write,다음 각 문장의 밑줄 친 漢字語를 漢字로 쓰시오.,3년 동안의 성실한 노력이 드디어 결실을 맺었다.,결실,,結實,結實
4급II,113,2026-05-23,88,hanjaeo_write,다음 각 문장의 밑줄 친 漢字語를 漢字로 쓰시오.,민규와 석주는 아주 친한 친구이다.,친구,,親舊,親舊
4급II,113,2026-05-23,89,hanjaeo_write,다음 각 문장의 밑줄 친 漢字語를 漢字로 쓰시오.,고양이는 자신의 몸을 핥는 습성이 있다.,습성,,習性,習性
4급II,113,2026-05-23,90,hanjaeo_write,다음 각 문장의 밑줄 친 漢字語를 漢字로 쓰시오.,식량 문제를 해결하기 위해 새로운 종자를 개발했다.,종자,,種子,種子
4급II,113,2026-05-23,91,hanjaeo_write,다음 각 문장의 밑줄 친 漢字語를 漢字로 쓰시오.,다혜는 스페인어에 아주 능통하다.,능통,,能通,能通
4급II,113,2026-05-23,92,hanjaeo_write,다음 각 문장의 밑줄 친 漢字語를 漢字로 쓰시오.,미세먼지가 심한 날에는 야외 활동을 자제해야 한다.,활동,,活動,活動
4급II,113,2026-05-23,93,hanjaeo_write,다음 각 문장의 밑줄 친 漢字語를 漢字로 쓰시오.,올해는 극심한 가뭄으로 인해 흉작을 면치 못할 것 같다.,흉작,,凶作,凶作
4급II,113,2026-05-23,94,hanjaeo_write,다음 각 문장의 밑줄 친 漢字語를 漢字로 쓰시오.,식사를 마치고 난 이후에 도서관에 갈 예정이다.,이후,,以後,以後
4급II,113,2026-05-23,95,hanjaeo_write,다음 각 문장의 밑줄 친 漢字語를 漢字로 쓰시오.,파출소 옆에 아동 보호 시설이 새로 세워졌다.,아동,,兒童,兒童
4급II,113,2026-05-23,96,hanjaeo_write,다음 각 문장의 밑줄 친 漢字語를 漢字로 쓰시오.,나는 그녀를 사랑하는 마음을 당당하게 고백했다.,고백,,告白,告白
4급II,113,2026-05-23,97,hanjaeo_write,다음 각 문장의 밑줄 친 漢字語를 漢字로 쓰시오.,비록 차가 막혔지만 입실 시간에 딱 맞춰 호텔에 도착했다.,입실,,入室,入室
4급II,113,2026-05-23,98,hanjaeo_write,다음 각 문장의 밑줄 친 漢字語를 漢字로 쓰시오.,전쟁은 끝났지만 전국의 백성들이 굶고 추위에 떨었다.,백성,,百姓,百姓
4급II,113,2026-05-23,99,hanjaeo_write,다음 각 문장의 밑줄 친 漢字語를 漢字로 쓰시오.,더 이상 시간을 지체하지 말고 빨리 결정을 내려야 한다.,결정,,決定,決定
4급II,113,2026-05-23,100,hanjaeo_write,다음 각 문장의 밑줄 친 漢字語를 漢字로 쓰시오.,그녀는 내가 약속을 어겼다는 사실에 실망했다.,약속,,約束,約束
