level,session,exam_date,question_no,question_type,instruction,question_text,target,options,answer,answer_display,image_path
6급II,81,2018-06-02,14,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,우리는 祖上 대대로 이 동네에 서 살아왔습니다.,祖上,,조상,조상,
6급II,81,2018-06-02,15,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,여기는 農事가 잘 됩니다.,農事,,농사,농사,
6급II,81,2018-06-02,16,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,저는 每日 같은 시간에 일어납니 다.,每日,,매일,매일,
6급II,81,2018-06-02,17,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,합격자를 發表했습니다.,發表,,발표,발표,
6급II,81,2018-06-02,18,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,같은 動作을 계속 반복하여 연 습합니다.,動作,,동작,동작,
6급II,81,2018-06-02,19,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,결혼해서 家庭을 이루었습니다.,家庭,,가정,가정,
6급II,81,2018-06-02,20,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,가을은 讀書의 계절이라고 합니다.,讀書,,독서,독서,
6급II,81,2018-06-02,21,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,편지에 발신인 姓名이 적혀있지 않습니다.,姓名,,성명,성명,
6급II,81,2018-06-02,22,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,실패는 成功의 어머니라고 합니다.,成功,,성공,성공,
6급II,81,2018-06-02,23,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,생선을 사러 市場에 갑니다.,市場,,시장,시장,
6급II,81,2018-06-02,24,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,산이 草木으로 무성합니다.,草木,,초목,초목,
6급II,81,2018-06-02,25,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,두 점 사이를 가장 짧게 연결한 선을 直線이라고 합니다.,直線,,직선,직선,
6급II,81,2018-06-02,26,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,남과 북이 共同 입장을 하였습 니다.,共同,,공동,공동,
6급II,81,2018-06-02,27,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,이 물건은 이미 計算된 겁니다.,計算,,계산,계산,
6급II,81,2018-06-02,28,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,우리 학교는 敎育 환경이 좋습 니다.,敎育,,교육,교육,
6급II,81,2018-06-02,29,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,두 팀의 실력은 對等합니다.,對等,,대등,대등,
6급II,81,2018-06-02,30,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,오월은 계절의 女王이라고 불립 니다.,女王,,여왕,여왕,
6급II,81,2018-06-02,31,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,마음이 조마조마하고 不安했습니다.,不安,,불안,불안,
6급II,81,2018-06-02,32,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,"이것은 전체의 한 部分에 불과 6級II *** 6級과6級Ⅱ는서로다른급수입니다. 반드시지원급수를다시확인하세요. *** 80 문항 / 50분 시험 / 시험일자 : 2018. 06. 02. * 성명과 수험번호를 쓰고 문제지와 답안지는 함께 제출하세요. 성명( ), 수험번호□□□-□□-□□□□",部分,,부분,부분,
6급II,81,2018-06-02,33,hunum,다음 漢字의 訓과 音을 쓰세요.,短,短,,짧을 단,짧을 단,
6급II,81,2018-06-02,34,hunum,다음 漢字의 訓과 音을 쓰세요.,明,明,,밝을 명,밝을 명,
6급II,81,2018-06-02,35,hunum,다음 漢字의 訓과 音을 쓰세요.,幸,幸,,다행 행,다행 행,
6급II,81,2018-06-02,36,hunum,다음 漢字의 訓과 音을 쓰세요.,百,百,,일백 백,일백 백,
6급II,81,2018-06-02,37,hunum,다음 漢字의 訓과 音을 쓰세요.,現,現,,나타날 현,나타날 현,
6급II,81,2018-06-02,38,hunum,다음 漢字의 訓과 音을 쓰세요.,孝,孝,,효도 효,효도 효,
6급II,81,2018-06-02,39,hunum,다음 漢字의 訓과 音을 쓰세요.,出,出,,날 출,날 출,
6급II,81,2018-06-02,40,hunum,다음 漢字의 訓과 音을 쓰세요.,力,力,,힘 력,힘 력,
6급II,81,2018-06-02,41,hunum,다음 漢字의 訓과 音을 쓰세요.,川,川,,내 천,내 천,
6급II,81,2018-06-02,42,hunum,다음 漢字의 訓과 音을 쓰세요.,冬,冬,,겨울 동,겨울 동,
6급II,81,2018-06-02,43,hunum,다음 漢字의 訓과 音을 쓰세요.,集,集,,모을 집,모을 집,
6급II,81,2018-06-02,44,hunum,다음 漢字의 訓과 音을 쓰세요.,雪,雪,,눈 설,눈 설,
6급II,81,2018-06-02,45,hunum,다음 漢字의 訓과 音을 쓰세요.,昨,昨,,어제 작,어제 작,
6급II,81,2018-06-02,46,hunum,다음 漢字의 訓과 音을 쓰세요.,邑,邑,,고을 읍,고을 읍,
6급II,81,2018-06-02,47,hunum,다음 漢字의 訓과 音을 쓰세요.,前,前,,앞 전,앞 전,
6급II,81,2018-06-02,48,hunum,다음 漢字의 訓과 音을 쓰세요.,球,球,,공 구,공 구,
6급II,81,2018-06-02,49,hunum,다음 漢字의 訓과 音을 쓰세요.,內,內,,안 내,안 내,
6급II,81,2018-06-02,50,hunum,다음 漢字의 訓과 音을 쓰세요.,住,住,,살 주,살 주,
6급II,81,2018-06-02,51,hunum,다음 漢字의 訓과 音을 쓰세요.,林,林,,수풀 림,수풀 림,
6급II,81,2018-06-02,52,hunum,다음 漢字의 訓과 音을 쓰세요.,活,活,,살 활,살 활,
6급II,81,2018-06-02,53,hunum,다음 漢字의 訓과 音을 쓰세요.,有,有,,있을 유,있을 유,
6급II,81,2018-06-02,54,hunum,다음 漢字의 訓과 音을 쓰세요.,植,植,,심을 식,심을 식,
6급II,81,2018-06-02,55,hunum,다음 漢字의 訓과 音을 쓰세요.,夏,夏,,여름 하,여름 하,
6급II,81,2018-06-02,56,hunum,다음 漢字의 訓과 音을 쓰세요.,紙,紙,,종이 지,종이 지,
6급II,81,2018-06-02,57,hunum,다음 漢字의 訓과 音을 쓰세요.,來,來,,올 래,올 래,
6급II,81,2018-06-02,58,hunum,다음 漢字의 訓과 音을 쓰세요.,夕,夕,,저녁 석,저녁 석,
6급II,81,2018-06-02,59,hunum,다음 漢字의 訓과 音을 쓰세요.,道,道,,길 도,길 도,
6급II,81,2018-06-02,60,hunum,다음 漢字의 訓과 音을 쓰세요.,花,花,,꽃 화,꽃 화,
6급II,81,2018-06-02,61,hunum,다음 漢字의 訓과 音을 쓰세요.,登,登,,오를 등,오를 등,
6급II,81,2018-06-02,62,banui_select,다음 중 뜻이 서로 반대(또는 상대)되는 漢字끼리 연결되지 않은 것을 찾아 그 번호를 쓰세요.,,,"[""① 天 ↔ 地"", ""② 先 ↔ 後"", ""③ 正 ↔ 午"", ""④ 問 ↔ 答""]",③,正 ↔ 午,
6급II,81,2018-06-02,63,banui_select,다음 중 뜻이 서로 반대(또는 상대)되는 漢字끼리 연결되지 않은 것을 찾아 그 번호를 쓰세요.,,,"[""① 春 ↔ 秋"", ""② 淸 ↔ 風"", ""③ 老 ↔ 少"", ""④ 父 ↔ 母""]",②,淸 ↔ 風,
6급II,81,2018-06-02,64,select_hanja,다음 문장에 어울리는 漢字語가 되도록 ( ) 안에 알맞은 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,독도는 東( )에 있습니다.,東(),"[""① 海"", ""② 業"", ""③ 手"", ""④ 藥""]",①,海,
6급II,81,2018-06-02,65,select_hanja,다음 문장에 어울리는 漢字語가 되도록 ( ) 안에 알맞은 漢字를 <보기>에서 찾아 그 번호를 쓰세요.,제 꿈은 歌( )가 되는 것입니다.,歌(),"[""① 海"", ""② 業"", ""③ 手"", ""④ 藥""]",③,手,
6급II,81,2018-06-02,66,mean_select,다음 뜻에 맞는 漢字語를 <보기>에서 찾아 그 번호를 쓰세요.,평평한 표면.,,"[""① 心弱"", ""② 反省"", ""③ 世界"", ""④ 空氣"", ""⑤ 平面"", ""⑥ 物體""]",⑤,平面,
6급II,81,2018-06-02,67,mean_select,다음 뜻에 맞는 漢字語를 <보기>에서 찾아 그 번호를 쓰세요.,마음이 약함.,,"[""① 心弱"", ""② 反省"", ""③ 世界"", ""④ 空氣"", ""⑤ 平面"", ""⑥ 物體""]",①,心弱,
6급II,81,2018-06-02,68,hanjaeo_write,다음 밑줄 친 漢字語를 漢字로 쓰세요.,남산 위에 저 소나무 철갑을 두른 듯,남산,,南山,南山,
6급II,81,2018-06-02,69,hanjaeo_write,다음 밑줄 친 漢字語를 漢字로 쓰세요.,대문을 활짝 열었습니다.,대문,,大門,大門,
6급II,81,2018-06-02,70,hanjaeo_write,다음 밑줄 친 漢字語를 漢字로 쓰세요.,저희 집은 3형제입니다.,형제,,兄弟,兄弟,
6급II,81,2018-06-02,71,hanjaeo_write,다음 밑줄 친 漢字語를 漢字로 쓰세요.,교장 선생님께 인사를 합니다.,교장,,校長,校長,
6급II,81,2018-06-02,72,hanjaeo_write,다음 밑줄 친 漢字語를 漢字로 쓰세요.,유월은 한 달이 삼십 일입니다.,삼십,,三十,三十,
6급II,81,2018-06-02,73,hanjaeo_write,다음 밑줄 친 漢字語를 漢字로 쓰세요.,요즘은 실내보다 실외가 더 따 뜻합니다.,실외,,室外,室外,
6급II,81,2018-06-02,74,hanjaeo_write,다음 밑줄 친 漢字語를 漢字로 쓰세요.,저는 사촌 누나와 같은 학교에 다닙니다.,사촌,,四寸,四寸,
6급II,81,2018-06-02,75,hanjaeo_write,다음 밑줄 친 漢字語를 漢字로 쓰세요.,만일의 경우를 대비합니다.,만일,,萬一,萬一,
6급II,81,2018-06-02,76,hanjaeo_write,다음 밑줄 친 漢字語를 漢字로 쓰세요.,예술을 길고 인생은 짧다는 말 이 있습니다.,인생,,人生,人生,
6급II,81,2018-06-02,77,hanjaeo_write,다음 밑줄 친 漢字語를 漢字로 쓰세요.,저는 구월에 태어났습니다.,구월,,九月,九月,
6급II,81,2018-06-02,78,stroke,다음 漢字의 짙게 표시한 획은 몇 번째 쓰는 획인지 <보기>에서 찾아 그 번호를 쓰세요.,,,"[""① 첫 번째"", ""② 두 번째"", ""③ 세 번째"", ""④ 네 번째"", ""⑤ 다섯 번째"", ""⑥ 여섯 번째"", ""⑦ 일곱 번째"", ""⑧ 여덟 번째"", ""⑨ 아홉 번째"", ""⑩ 열 번째""]",⑥,여섯 번째,exam-strokes/stroke_6ii_81_78.png
6급II,81,2018-06-02,79,stroke,다음 漢字의 짙게 표시한 획은 몇 번째 쓰는 획인지 <보기>에서 찾아 그 번호를 쓰세요.,,,"[""① 첫 번째"", ""② 두 번째"", ""③ 세 번째"", ""④ 네 번째"", ""⑤ 다섯 번째"", ""⑥ 여섯 번째"", ""⑦ 일곱 번째"", ""⑧ 여덟 번째"", ""⑨ 아홉 번째"", ""⑩ 열 번째""]",④,네 번째,exam-strokes/stroke_6ii_81_79.png
6급II,81,2018-06-02,80,stroke,다음 漢字의 짙게 표시한 획은 몇 번째 쓰는 획인지 <보기>에서 찾아 그 번호를 쓰세요.,,,"[""① 첫 번째"", ""② 두 번째"", ""③ 세 번째"", ""④ 네 번째"", ""⑤ 다섯 번째"", ""⑥ 여섯 번째"", ""⑦ 일곱 번째"", ""⑧ 여덟 번째"", ""⑨ 아홉 번째"", ""⑩ 열 번째""]",⑤,다섯 번째,exam-strokes/stroke_6ii_81_80.png
6급II,82,2018-08-25,1,dokum,다음 밑줄 친 漢字語의 讀音을 쓰세요.,地球가 태양의 주위를 회전합니 다.,地球,,지구,지구,
